km_cluster,state_y,county_name,party,county_fips,2_or_more_cars_p,0_or_1_car_p,EV DC Fast Count,EV Level1 EVSE Num,EV Level2 EVSE Num,nhb_percentage,hisp_percentage,pov_percentage,white_percentage,state_po,state_party
0,ALABAMA,RANDOLPH,REPUBLICAN,1111,0.6564850167765822,0.3435149832234178,0.0,0.0,0.0,0.1954903871710817,0.0294586692655267,0.1732967130326924,0.7526800744219013,AL,REPUBLICAN
2,ALABAMA,RUSSELL,DEMOCRAT,1113,0.5686895338610378,0.4313104661389622,0.0,0.0,2.0,0.4257983611907993,0.0535962757459674,0.1973957707041382,0.4698950406266641,AL,REPUBLICAN
6,ALABAMA,ST. CLAIR,REPUBLICAN,1115,0.6983090886485142,0.3016909113514858,9.0,0.0,3.0,0.094059972968639,0.0239273360364694,0.1290632946189265,0.8602959704945823,AL,REPUBLICAN
6,ALABAMA,SHELBY,REPUBLICAN,1117,0.7137677458890819,0.2862322541109182,0.0,0.0,6.0,0.1191227912392727,0.0573934611688858,0.0831057317725467,0.7812989619475436,AL,REPUBLICAN
2,ALABAMA,SUMTER,DEMOCRAT,1119,0.4523479294630473,0.5476520705369526,0.0,0.0,0.0,0.7196765498652291,0.0010011551790527,0.2920292645360031,0.2465152098575279,AL,REPUBLICAN
3,ALABAMA,TALLADEGA,REPUBLICAN,1121,0.6048014773776547,0.3951985226223453,0.0,0.0,1.0,0.3226214857568423,0.022565630236455,0.1911624154409483,0.6287469744926457,AL,REPUBLICAN
3,ALABAMA,TALLAPOOSA,REPUBLICAN,1123,0.6124148832684825,0.3875851167315175,0.0,0.0,0.0,0.2709912392952062,0.023476720149621,0.2000935131410572,0.6890441972635102,AL,REPUBLICAN
3,ALABAMA,TUSCALOOSA,REPUBLICAN,1125,0.6060735848795922,0.3939264151204079,17.0,0.0,29.0,0.3154893241454224,0.0360646515981048,0.1651593255517353,0.6195875138812781,AL,REPUBLICAN
0,ALABAMA,WALKER,REPUBLICAN,1127,0.6507828726633648,0.3492171273366352,0.0,0.0,2.0,0.0613089792690679,0.0239560882576403,0.1942071232536864,0.8911819887429644,AL,REPUBLICAN
3,ALABAMA,WASHINGTON,REPUBLICAN,1129,0.6439154319960047,0.3560845680039953,0.0,0.0,0.0,0.2455086222435858,0.0109355284503995,0.2070540167037192,0.6510244547257105,AL,REPUBLICAN
2,ALABAMA,WILCOX,DEMOCRAT,1131,0.520241850683491,0.4797581493165089,0.0,0.0,0.0,0.6948838930520862,0.0064760847441946,0.3010454251087057,0.2683874548986955,AL,REPUBLICAN
0,ALABAMA,WINSTON,REPUBLICAN,1133,0.6524513453153249,0.3475486546846751,0.0,0.0,0.0,0.0037696335078534,0.0307434554973821,0.1598743455497382,0.939392670157068,AL,REPUBLICAN
3,ALASKA,DISTRICT 13,REPUBLICAN,2013,0.4058139534883721,0.5941860465116279,0.0,0.0,0.0,0.0341605839416058,0.1010218978102189,0.1532846715328467,0.1503649635036496,AK,REPUBLICAN
2,ALASKA,DISTRICT 16,DEMOCRAT,2016,0.3971088435374149,0.6028911564625851,0.0,0.0,0.0,0.0427826086956521,0.1387826086956521,0.0820869565217391,0.2415652173913043,AK,REPUBLICAN
4,ALASKA,DISTRICT 20,DEMOCRAT,2020,0.6327212646915249,0.3672787353084751,9.0,0.0,16.0,0.052922542821635,0.090665018641595,0.0894864105473604,0.5849442102988058,AK,REPUBLICAN
2,ARIZONA,APACHE,DEMOCRAT,4001,0.5144398136798235,0.4855601863201765,0.0,0.0,0.0,0.0071726182153742,0.0621487094879897,0.3462011688711165,0.1831883895864209,AZ,DEMOCRAT
5,ARIZONA,COCHISE,REPUBLICAN,4003,0.61951269035533,0.38048730964467,16.0,0.0,21.0,0.0352790250160359,0.3531703608676027,0.1598999041804258,0.5520474504866208,AZ,DEMOCRAT
4,ARIZONA,COCONINO,DEMOCRAT,4005,0.6373001099923852,0.3626998900076149,45.0,0.0,63.0,0.0121525920537452,0.1402540348174615,0.1723614112411476,0.5407332919688768,AZ,DEMOCRAT
3,ARIZONA,GILA,REPUBLICAN,4007,0.5766537681960567,0.4233462318039432,19.0,0.0,9.0,0.0057116104868913,0.1871161048689138,0.2211048689138576,0.6242509363295881,AZ,DEMOCRAT
5,ARIZONA,GRAHAM,REPUBLICAN,4009,0.6613800779076238,0.3386199220923762,0.0,0.0,2.0,0.0180310990258454,0.3287573589587898,0.1880197470894163,0.5091475487737269,AZ,DEMOCRAT
5,ARIZONA,GREENLEE,REPUBLICAN,4011,0.7106976744186047,0.2893023255813953,0.0,0.0,0.0,0.0213594276094276,0.4644360269360269,0.1173190235690235,0.4707491582491582,AZ,DEMOCRAT
3,ARIZONA,LA PAZ,REPUBLICAN,4012,0.5126795332136445,0.4873204667863555,8.0,0.0,7.0,0.0081155499734312,0.2711946282788271,0.2177189507753248,0.5783778561422154,AZ,DEMOCRAT
4,ARIZONA,MARICOPA,DEMOCRAT,4013,0.5770745945960163,0.4229254054039836,290.0,0.0,1350.0,0.0518390949697372,0.3082082308688494,0.1453946049202228,0.5568698748658,AZ,DEMOCRAT
0,ARIZONA,MOHAVE,REPUBLICAN,4015,0.5782300988477511,0.4217699011522489,26.0,0.0,5.0,0.0098513083313921,0.1624786474105132,0.1712865905738023,0.776006483422626,AZ,DEMOCRAT
3,ARIZONA,NAVAJO,REPUBLICAN,4017,0.5454122707588572,0.4545877292411427,22.0,0.0,15.0,0.0072489765880134,0.1134170461340324,0.2774757370866105,0.4146359413090474,AZ,DEMOCRAT
4,ARIZONA,PIMA,DEMOCRAT,4019,0.5423377491537937,0.4576622508462062,57.0,0.0,176.0,0.0321891652823024,0.3695379721139683,0.1728137668894071,0.5208762780444082,AZ,DEMOCRAT
5,ARIZONA,PINAL,REPUBLICAN,4021,0.5776845417595384,0.4223154582404615,39.0,0.0,29.0,0.0417634571536806,0.2987055686992073,0.1330860261935905,0.5714963034968468,AZ,DEMOCRAT
5,ARIZONA,SANTA CRUZ,DEMOCRAT,4023,0.6451717433570965,0.3548282566429034,0.0,0.0,6.0,0.0021466597973553,0.835029194573244,0.2378499055469689,0.1487205907607762,AZ,DEMOCRAT
0,ARIZONA,YAVAPAI,REPUBLICAN,4025,0.620954722051517,0.3790452779484829,0.0,0.0,21.0,0.0054485966747535,0.144499098577756,0.1371630795254735,0.8067261679538827,AZ,DEMOCRAT
5,ARIZONA,YUMA,REPUBLICAN,4027,0.5758939044753875,0.4241060955246125,68.0,0.0,13.0,0.017172771846085,0.633549697106756,0.1953096054929774,0.3135029278878308,AZ,DEMOCRAT
3,ARKANSAS,ARKANSAS,REPUBLICAN,5001,0.549466284821661,0.4505337151783389,1.0,0.0,0.0,0.2580556168616199,0.0305672037077907,0.1965901566983006,0.7004524387552417,AR,REPUBLICAN
3,ARKANSAS,ASHLEY,REPUBLICAN,5003,0.5778900821225521,0.4221099178774479,0.0,0.0,2.0,0.2556361688659492,0.053415786142085,0.2001266007693431,0.6805278278229537,AR,REPUBLICAN
0,ARKANSAS,BAXTER,REPUBLICAN,5005,0.62732716385411,0.37267283614589,1.0,0.0,3.0,0.0017952885805089,0.022489628569349,0.1377034862563381,0.9488827967684804,AR,REPUBLICAN
6,ARKANSAS,BENTON,REPUBLICAN,5007,0.6861967710133252,0.3138032289866748,1.0,0.0,107.0,0.016356475403506,0.1644026565757973,0.0979071742991736,0.7369410765310063,AR,REPUBLICAN
0,ARKANSAS,BOONE,REPUBLICAN,5009,0.6610625420309348,0.3389374579690652,0.0,0.0,1.0,0.0041836515769148,0.0241096331259386,0.1462937137953228,0.9402488736322676,AR,REPUBLICAN
3,ARKANSAS,BRADLEY,REPUBLICAN,5011,0.5655719638527661,0.4344280361472338,0.0,0.0,0.0,0.2893679210814761,0.1510778224333211,0.229539641943734,0.5566313481914505,AR,REPUBLICAN
